Datetime,Watts
17-06-2022 - 22:25:43.365,2301
17-06-2022 - 22:25:43.384,2471
17-06-2022 - 22:25:43.389,1946
17-06-2022 - 22:25:43.395,1364
17-06-2022 - 22:25:43.400,906
17-06-2022 - 22:25:43.405,586
17-06-2022 - 22:25:43.409,372
17-06-2022 - 22:25:43.414,233
17-06-2022 - 22:25:43.418,146
17-06-2022 - 22:25:43.421,91
17-06-2022 - 22:25:43.424,56
17-06-2022 - 22:25:43.429,34
17-06-2022 - 22:25:43.441,22
17-06-2022 - 22:25:43.446,11
17-06-2022 - 22:25:43.463,6
17-06-2022 - 22:25:43.471,8
17-06-2022 - 22:25:43.477,5
17-06-2022 - 22:25:43.482,7
17-06-2022 - 22:25:43.503,9
17-06-2022 - 22:25:43.516,9
17-06-2022 - 22:25:43.524,6
17-06-2022 - 22:25:43.541,13
17-06-2022 - 22:25:43.546,9
17-06-2022 - 22:25:43.562,14
17-06-2022 - 22:25:43.570,6
17-06-2022 - 22:25:43.575,5
17-06-2022 - 22:25:43.580,8
17-06-2022 - 22:25:43.596,13
17-06-2022 - 22:25:43.603,13
17-06-2022 - 22:25:43.608,10
17-06-2022 - 22:25:43.614,0
17-06-2022 - 22:25:43.627,7
17-06-2022 - 22:25:43.635,8
17-06-2022 - 22:25:43.641,11
17-06-2022 - 22:25:43.648,5
17-06-2022 - 22:25:43.660,7
17-06-2022 - 22:25:43.666,11
17-06-2022 - 22:25:43.674,0
17-06-2022 - 22:25:43.678,7
17-06-2022 - 22:25:43.685,9
17-06-2022 - 22:25:43.701,0
17-06-2022 - 22:25:43.709,11
17-06-2022 - 22:25:43.715,2
17-06-2022 - 22:25:43.727,7
17-06-2022 - 22:25:43.736,9
17-06-2022 - 22:25:43.741,9
17-06-2022 - 22:25:43.748,1
17-06-2022 - 22:25:43.757,0
17-06-2022 - 22:25:43.765,2
17-06-2022 - 22:25:43.776,8
17-06-2022 - 22:25:43.783,13
17-06-2022 - 22:25:43.790,12
17-06-2022 - 22:25:43.797,11
17-06-2022 - 22:25:43.810,12
17-06-2022 - 22:25:43.817,12
17-06-2022 - 22:25:43.964,11
17-06-2022 - 22:25:44.213,9
17-06-2022 - 22:25:44.463,11
17-06-2022 - 22:25:44.713,0
17-06-2022 - 22:25:44.963,8
17-06-2022 - 22:25:45.213,0
17-06-2022 - 22:25:45.463,0
17-06-2022 - 22:25:45.713,3
17-06-2022 - 22:25:45.962,10
17-06-2022 - 22:25:46.217,6
17-06-2022 - 22:25:46.466,3
17-06-2022 - 22:25:46.716,9
17-06-2022 - 22:25:46.966,10
17-06-2022 - 22:25:47.216,9
17-06-2022 - 22:25:47.466,2
17-06-2022 - 22:25:47.716,8
17-06-2022 - 22:25:47.969,11
17-06-2022 - 22:25:48.219,11
17-06-2022 - 22:25:48.465,5
17-06-2022 - 22:25:48.715,5
17-06-2022 - 22:25:48.965,8
17-06-2022 - 22:25:49.215,8
17-06-2022 - 22:25:49.465,0
17-06-2022 - 22:25:49.718,0
17-06-2022 - 22:25:49.967,0
17-06-2022 - 22:25:50.218,8
17-06-2022 - 22:25:50.468,7
17-06-2022 - 22:25:50.718,6
17-06-2022 - 22:25:50.967,5
17-06-2022 - 22:25:51.218,9
17-06-2022 - 22:25:51.467,3
17-06-2022 - 22:25:51.721,0
17-06-2022 - 22:25:51.971,6
17-06-2022 - 22:25:52.221,6
17-06-2022 - 22:25:52.470,7
17-06-2022 - 22:25:52.720,8
17-06-2022 - 22:25:52.970,10
17-06-2022 - 22:25:53.220,10
17-06-2022 - 22:25:53.470,9
17-06-2022 - 22:25:53.719,0
17-06-2022 - 22:25:53.970,8
17-06-2022 - 22:25:54.220,9
17-06-2022 - 22:25:54.473,10
17-06-2022 - 22:25:54.723,5
17-06-2022 - 22:25:54.973,10
17-06-2022 - 22:25:55.227,12
17-06-2022 - 22:25:55.472,7
17-06-2022 - 22:25:55.722,2
17-06-2022 - 22:25:55.977,10
17-06-2022 - 22:25:56.227,11
17-06-2022 - 22:25:56.476,10
17-06-2022 - 22:25:56.726,0
17-06-2022 - 22:25:56.976,0
17-06-2022 - 22:25:57.226,5
17-06-2022 - 22:25:57.475,9
17-06-2022 - 22:25:57.725,13
17-06-2022 - 22:25:57.979,10
17-06-2022 - 22:25:58.229,13
17-06-2022 - 22:25:58.479,10
17-06-2022 - 22:25:58.729,14
17-06-2022 - 22:25:58.979,12
17-06-2022 - 22:25:59.228,13
17-06-2022 - 22:25:59.479,11
17-06-2022 - 22:25:59.728,9
17-06-2022 - 22:25:59.978,0
17-06-2022 - 22:26:00.228,8
17-06-2022 - 22:26:00.477,8
17-06-2022 - 22:26:00.732,12
17-06-2022 - 22:26:00.982,16
17-06-2022 - 22:26:01.232,15
17-06-2022 - 22:26:01.481,11
17-06-2022 - 22:26:01.732,5
17-06-2022 - 22:26:01.981,6
17-06-2022 - 22:26:02.235,12
17-06-2022 - 22:26:02.485,8
17-06-2022 - 22:26:02.735,12
17-06-2022 - 22:26:02.984,14
17-06-2022 - 22:26:03.235,10
17-06-2022 - 22:26:03.485,7
17-06-2022 - 22:26:03.734,8
17-06-2022 - 22:26:03.984,0
17-06-2022 - 22:26:04.238,18
17-06-2022 - 22:26:04.488,11
17-06-2022 - 22:26:04.738,10
17-06-2022 - 22:26:04.988,11
17-06-2022 - 22:26:05.237,10
17-06-2022 - 22:26:05.487,8
17-06-2022 - 22:26:05.737,9
17-06-2022 - 22:26:05.987,10
17-06-2022 - 22:26:06.237,9
17-06-2022 - 22:26:06.486,7
17-06-2022 - 22:26:06.736,5
17-06-2022 - 22:26:06.986,6
17-06-2022 - 22:26:07.236,0
17-06-2022 - 22:26:07.486,0
17-06-2022 - 22:26:07.740,12
17-06-2022 - 22:26:07.989,7
17-06-2022 - 22:26:08.239,7
17-06-2022 - 22:26:08.489,10
17-06-2022 - 22:26:08.739,10
17-06-2022 - 22:26:08.988,10
17-06-2022 - 22:26:09.238,12
17-06-2022 - 22:26:09.488,4
17-06-2022 - 22:26:09.738,7
17-06-2022 - 22:26:09.992,11
17-06-2022 - 22:26:10.242,11
17-06-2022 - 22:26:10.492,11
17-06-2022 - 22:26:10.741,9
17-06-2022 - 22:26:10.992,9
17-06-2022 - 22:26:11.242,8
17-06-2022 - 22:26:11.491,13
