Datetime,Watts
18-06-2022 - 00:11:25.244,2299
18-06-2022 - 00:11:25.323,2469
18-06-2022 - 00:11:25.573,1944
18-06-2022 - 00:11:25.822,1363
18-06-2022 - 00:11:26.072,905
18-06-2022 - 00:11:26.322,585
18-06-2022 - 00:11:26.572,371
18-06-2022 - 00:11:26.822,233
18-06-2022 - 00:11:27.076,145
18-06-2022 - 00:11:27.321,90
18-06-2022 - 00:11:27.571,55
18-06-2022 - 00:11:27.821,34
18-06-2022 - 00:11:28.075,23
18-06-2022 - 00:11:28.324,16
18-06-2022 - 00:11:28.575,10
18-06-2022 - 00:11:28.825,2
18-06-2022 - 00:11:29.075,0
18-06-2022 - 00:11:29.324,9
18-06-2022 - 00:11:29.574,11
18-06-2022 - 00:11:29.824,13
18-06-2022 - 00:11:30.074,15
18-06-2022 - 00:11:30.328,16
18-06-2022 - 00:11:30.577,16
18-06-2022 - 00:11:30.828,17
18-06-2022 - 00:11:31.077,18
18-06-2022 - 00:11:31.327,18
18-06-2022 - 00:11:31.577,17
18-06-2022 - 00:11:31.827,17
18-06-2022 - 00:11:32.081,16
18-06-2022 - 00:11:32.331,15
18-06-2022 - 00:11:32.581,18
18-06-2022 - 00:11:32.830,17
18-06-2022 - 00:11:33.080,19
18-06-2022 - 00:11:33.330,20
18-06-2022 - 00:11:33.580,16
18-06-2022 - 00:11:33.830,15
18-06-2022 - 00:11:34.083,13
18-06-2022 - 00:11:34.333,13
18-06-2022 - 00:11:34.584,14
18-06-2022 - 00:11:34.833,16
18-06-2022 - 00:11:35.082,20
18-06-2022 - 00:11:35.332,19
18-06-2022 - 00:11:35.583,16
18-06-2022 - 00:11:35.832,17
18-06-2022 - 00:11:36.082,15
18-06-2022 - 00:11:36.336,16
18-06-2022 - 00:11:36.585,17
18-06-2022 - 00:11:36.835,13
18-06-2022 - 00:11:37.085,18
18-06-2022 - 00:11:37.336,17
18-06-2022 - 00:11:37.586,12
18-06-2022 - 00:11:37.835,12
18-06-2022 - 00:11:38.084,16
18-06-2022 - 00:11:38.335,16
18-06-2022 - 00:11:38.589,14
18-06-2022 - 00:11:38.838,15
18-06-2022 - 00:11:39.088,17
18-06-2022 - 00:11:39.338,18
18-06-2022 - 00:11:39.588,19
18-06-2022 - 00:11:39.838,18
18-06-2022 - 00:11:40.087,17
18-06-2022 - 00:11:40.338,16
18-06-2022 - 00:11:40.588,11
18-06-2022 - 00:11:40.837,11
18-06-2022 - 00:11:41.092,14
18-06-2022 - 00:11:41.341,15
18-06-2022 - 00:11:41.591,15
18-06-2022 - 00:11:41.840,12
18-06-2022 - 00:11:42.090,17
18-06-2022 - 00:11:42.340,16
18-06-2022 - 00:11:42.590,12
18-06-2022 - 00:11:42.844,18
18-06-2022 - 00:11:43.094,17
18-06-2022 - 00:11:43.344,15
18-06-2022 - 00:11:43.594,15
18-06-2022 - 00:11:43.844,15
18-06-2022 - 00:11:44.094,14
18-06-2022 - 00:11:44.344,12
18-06-2022 - 00:11:44.594,14
18-06-2022 - 00:11:44.847,15
18-06-2022 - 00:11:45.097,16
18-06-2022 - 00:11:45.347,18
18-06-2022 - 00:11:45.597,21
18-06-2022 - 00:11:45.846,18
18-06-2022 - 00:11:46.096,17
18-06-2022 - 00:11:46.346,17
18-06-2022 - 00:11:46.596,14
18-06-2022 - 00:11:46.846,15
18-06-2022 - 00:11:47.096,16
18-06-2022 - 00:11:47.346,18
18-06-2022 - 00:11:47.596,17
18-06-2022 - 00:11:47.850,16
18-06-2022 - 00:11:48.099,15
18-06-2022 - 00:11:48.349,15
18-06-2022 - 00:11:48.599,18
18-06-2022 - 00:11:48.849,17
18-06-2022 - 00:11:49.098,13
18-06-2022 - 00:11:49.348,16
18-06-2022 - 00:11:49.599,16
18-06-2022 - 00:11:49.848,19
18-06-2022 - 00:11:50.102,15
18-06-2022 - 00:11:50.351,18
18-06-2022 - 00:11:50.602,18
18-06-2022 - 00:11:50.852,15
18-06-2022 - 00:11:51.101,18
18-06-2022 - 00:11:51.351,15
18-06-2022 - 00:11:51.601,14
18-06-2022 - 00:11:51.855,12
18-06-2022 - 00:11:52.105,15
18-06-2022 - 00:11:52.354,11
18-06-2022 - 00:11:52.604,12
18-06-2022 - 00:11:52.855,18
18-06-2022 - 00:11:53.104,16
18-06-2022 - 00:11:53.354,16
18-06-2022 - 00:11:53.604,17
18-06-2022 - 00:11:53.854,20
18-06-2022 - 00:11:54.104,18
18-06-2022 - 00:11:54.358,14
18-06-2022 - 00:11:54.607,13
18-06-2022 - 00:11:54.858,15
18-06-2022 - 00:11:55.107,17
18-06-2022 - 00:11:55.357,18
18-06-2022 - 00:11:55.607,17
18-06-2022 - 00:11:55.857,15
18-06-2022 - 00:11:56.107,16
18-06-2022 - 00:11:56.356,13
18-06-2022 - 00:11:56.606,16
18-06-2022 - 00:11:56.860,13
18-06-2022 - 00:11:57.109,16
18-06-2022 - 00:11:57.360,18
18-06-2022 - 00:11:57.610,19
18-06-2022 - 00:11:57.860,17
18-06-2022 - 00:11:58.110,15
18-06-2022 - 00:11:58.359,15
18-06-2022 - 00:11:58.609,15
18-06-2022 - 00:11:58.859,17
18-06-2022 - 00:11:59.112,15
18-06-2022 - 00:11:59.363,14
18-06-2022 - 00:11:59.612,19
18-06-2022 - 00:11:59.862,18
18-06-2022 - 00:12:00.112,17
18-06-2022 - 00:12:00.362,15
18-06-2022 - 00:12:00.612,15
18-06-2022 - 00:12:00.865,17
18-06-2022 - 00:12:01.116,13
18-06-2022 - 00:12:01.365,11
18-06-2022 - 00:12:01.615,13
18-06-2022 - 00:12:01.865,13
18-06-2022 - 00:12:02.115,15
18-06-2022 - 00:12:02.364,18
18-06-2022 - 00:12:02.615,16
18-06-2022 - 00:12:02.869,18
18-06-2022 - 00:12:03.118,17
18-06-2022 - 00:12:03.369,17
18-06-2022 - 00:12:03.618,19
18-06-2022 - 00:12:03.868,19
18-06-2022 - 00:12:04.118,23
18-06-2022 - 00:12:04.368,20
18-06-2022 - 00:12:04.618,18
18-06-2022 - 00:12:04.871,15
18-06-2022 - 00:12:05.121,18
18-06-2022 - 00:12:05.370,18
18-06-2022 - 00:12:05.620,13
18-06-2022 - 00:12:05.870,11
18-06-2022 - 00:12:06.121,17
18-06-2022 - 00:12:06.371,17
18-06-2022 - 00:12:06.624,17
18-06-2022 - 00:12:06.874,17
18-06-2022 - 00:12:07.124,16
18-06-2022 - 00:12:07.373,18
18-06-2022 - 00:12:07.624,16
18-06-2022 - 00:12:07.873,15
18-06-2022 - 00:12:08.124,14
18-06-2022 - 00:12:08.373,14
18-06-2022 - 00:12:08.623,16
18-06-2022 - 00:12:08.872,16
18-06-2022 - 00:12:09.123,14
18-06-2022 - 00:12:09.373,15
18-06-2022 - 00:12:09.627,14
18-06-2022 - 00:12:09.877,15
18-06-2022 - 00:12:10.126,16
18-06-2022 - 00:12:10.376,14
18-06-2022 - 00:12:10.626,16
18-06-2022 - 00:12:10.876,16
18-06-2022 - 00:12:11.126,13
18-06-2022 - 00:12:11.375,13
