Datetime,Watts
17-06-2022 - 22:59:12.726,
17-06-2022 - 22:59:12.762,0
17-06-2022 - 22:59:12.764,0
17-06-2022 - 22:59:12.766,0
17-06-2022 - 22:59:12.768,0
17-06-2022 - 22:59:12.770,0
17-06-2022 - 22:59:12.772,0
17-06-2022 - 22:59:12.776,0
17-06-2022 - 22:59:12.779,0
17-06-2022 - 22:59:12.781,
17-06-2022 - 22:59:12.785,0
17-06-2022 - 22:59:12.797,0
17-06-2022 - 22:59:12.804,0
17-06-2022 - 22:59:12.822,0
17-06-2022 - 22:59:12.828,0
17-06-2022 - 22:59:12.844,0
17-06-2022 - 22:59:12.852,0
17-06-2022 - 22:59:12.863,3
17-06-2022 - 22:59:12.871,1
17-06-2022 - 22:59:12.888,0
17-06-2022 - 22:59:12.895,0
17-06-2022 - 22:59:12.912,0
17-06-2022 - 22:59:12.922,0
17-06-2022 - 22:59:12.940,3
17-06-2022 - 22:59:12.948,0
17-06-2022 - 22:59:12.954,0
17-06-2022 - 22:59:12.972,8
17-06-2022 - 22:59:12.981,0
17-06-2022 - 22:59:12.988,0
17-06-2022 - 22:59:13.007,0
17-06-2022 - 22:59:13.014,0
17-06-2022 - 22:59:13.020,7
17-06-2022 - 22:59:13.027,0
17-06-2022 - 22:59:13.033,0
17-06-2022 - 22:59:13.056,0
17-06-2022 - 22:59:13.062,0
17-06-2022 - 22:59:13.076,1
17-06-2022 - 22:59:13.083,0
17-06-2022 - 22:59:13.089,0
17-06-2022 - 22:59:13.108,0
17-06-2022 - 22:59:13.118,0
17-06-2022 - 22:59:13.129,0
17-06-2022 - 22:59:13.138,0
17-06-2022 - 22:59:13.145,4
17-06-2022 - 22:59:13.158,0
17-06-2022 - 22:59:13.166,0
17-06-2022 - 22:59:13.172,0
17-06-2022 - 22:59:13.179,0
17-06-2022 - 22:59:13.191,0
17-06-2022 - 22:59:13.199,0
17-06-2022 - 22:59:13.205,0
17-06-2022 - 22:59:13.213,0
17-06-2022 - 22:59:13.226,2287
17-06-2022 - 22:59:13.234,2457
17-06-2022 - 22:59:13.240,1935
17-06-2022 - 22:59:13.255,1356
17-06-2022 - 22:59:13.262,901
17-06-2022 - 22:59:13.275,582
17-06-2022 - 22:59:13.286,370
17-06-2022 - 22:59:13.295,232
17-06-2022 - 22:59:13.300,145
17-06-2022 - 22:59:13.305,90
17-06-2022 - 22:59:13.324,55
17-06-2022 - 22:59:13.337,33
17-06-2022 - 22:59:13.346,19
17-06-2022 - 22:59:13.353,12
17-06-2022 - 22:59:13.368,5
17-06-2022 - 22:59:13.379,0
17-06-2022 - 22:59:13.386,5
17-06-2022 - 22:59:13.396,0
17-06-2022 - 22:59:13.402,0
17-06-2022 - 22:59:13.418,0
17-06-2022 - 22:59:13.429,0
17-06-2022 - 22:59:13.437,0
17-06-2022 - 22:59:13.444,0
17-06-2022 - 22:59:13.456,0
17-06-2022 - 22:59:13.463,0
17-06-2022 - 22:59:13.469,0
17-06-2022 - 22:59:13.479,0
17-06-2022 - 22:59:13.486,0
17-06-2022 - 22:59:13.496,6
17-06-2022 - 22:59:13.503,7
17-06-2022 - 22:59:13.522,0
17-06-2022 - 22:59:13.536,0
17-06-2022 - 22:59:13.545,12
17-06-2022 - 22:59:13.552,0
17-06-2022 - 22:59:13.562,0
17-06-2022 - 22:59:13.578,0
17-06-2022 - 22:59:13.586,0
17-06-2022 - 22:59:13.593,0
17-06-2022 - 22:59:13.606,0
17-06-2022 - 22:59:13.616,0
17-06-2022 - 22:59:13.621,4
17-06-2022 - 22:59:13.628,0
17-06-2022 - 22:59:13.640,0
17-06-2022 - 22:59:13.648,0
17-06-2022 - 22:59:13.653,0
17-06-2022 - 22:59:13.659,0
17-06-2022 - 22:59:13.674,0
17-06-2022 - 22:59:13.687,0
17-06-2022 - 22:59:13.698,0
17-06-2022 - 22:59:13.703,0
17-06-2022 - 22:59:13.709,0
17-06-2022 - 22:59:13.727,0
17-06-2022 - 22:59:13.734,0
17-06-2022 - 22:59:13.739,0
17-06-2022 - 22:59:13.746,0
17-06-2022 - 22:59:13.760,0
17-06-2022 - 22:59:13.767,0
17-06-2022 - 22:59:13.818,0
17-06-2022 - 22:59:14.068,0
17-06-2022 - 22:59:14.322,0
17-06-2022 - 22:59:14.572,0
17-06-2022 - 22:59:14.822,0
17-06-2022 - 22:59:15.072,0
17-06-2022 - 22:59:15.321,0
17-06-2022 - 22:59:15.571,0
17-06-2022 - 22:59:15.821,0
17-06-2022 - 22:59:16.071,0
17-06-2022 - 22:59:16.321,1
17-06-2022 - 22:59:16.571,3
17-06-2022 - 22:59:16.820,4
17-06-2022 - 22:59:17.070,9
17-06-2022 - 22:59:17.324,0
17-06-2022 - 22:59:17.574,0
17-06-2022 - 22:59:17.824,0
17-06-2022 - 22:59:18.073,12
17-06-2022 - 22:59:18.323,3
17-06-2022 - 22:59:18.573,7
17-06-2022 - 22:59:18.823,0
17-06-2022 - 22:59:19.077,6
17-06-2022 - 22:59:19.326,0
17-06-2022 - 22:59:19.577,0
17-06-2022 - 22:59:19.827,0
17-06-2022 - 22:59:20.077,0
17-06-2022 - 22:59:20.326,0
17-06-2022 - 22:59:20.576,0
17-06-2022 - 22:59:20.826,0
17-06-2022 - 22:59:21.076,0
17-06-2022 - 22:59:21.326,0
17-06-2022 - 22:59:21.576,0
17-06-2022 - 22:59:21.825,4
17-06-2022 - 22:59:22.075,0
17-06-2022 - 22:59:22.329,0
17-06-2022 - 22:59:22.579,0
17-06-2022 - 22:59:22.829,0
17-06-2022 - 22:59:23.079,0
17-06-2022 - 22:59:23.329,0
17-06-2022 - 22:59:23.578,0
17-06-2022 - 22:59:23.828,0
17-06-2022 - 22:59:24.078,0
17-06-2022 - 22:59:24.332,0
17-06-2022 - 22:59:24.582,0
17-06-2022 - 22:59:24.832,0
17-06-2022 - 22:59:25.082,0
17-06-2022 - 22:59:25.331,0
17-06-2022 - 22:59:25.581,6
17-06-2022 - 22:59:25.831,0
17-06-2022 - 22:59:26.081,0
17-06-2022 - 22:59:26.334,0
17-06-2022 - 22:59:26.585,0
17-06-2022 - 22:59:26.834,8
17-06-2022 - 22:59:27.084,14
17-06-2022 - 22:59:27.334,13
17-06-2022 - 22:59:27.584,14
17-06-2022 - 22:59:27.834,14
17-06-2022 - 22:59:28.084,16
17-06-2022 - 22:59:28.333,15
17-06-2022 - 22:59:28.583,14
17-06-2022 - 22:59:28.833,9
17-06-2022 - 22:59:29.087,12
17-06-2022 - 22:59:29.333,4
17-06-2022 - 22:59:29.586,11
17-06-2022 - 22:59:29.837,7
17-06-2022 - 22:59:30.087,9
